S/NO.,Name,HMO ID,Website,Address,Email,Contact Number,Country,Source,Source URL,State,Region,Coverage State,Coverage Type,Services Rendered,Target Customers
56,PRECIOUS HEALTHCARE LIMITED,36.0,https://redcarehmo.com/contact-us/,"8 LUNGI STREET, OFF CAIRO STREET WUSE 2,",info@precioushmo.com,08067456841,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
57,PREPAID MEDICARE SERVICES LTD.,30.0,https://regenixhealthcare.com/,9A GANGES STREET OFF ALVAN IKOKU WAY,hr@prepaidmedicareng.com,"08085927262, 08091116207, 08035777338, 08076688032",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,Nationwide – Nigeria,Individual / Family / Corporate,Prepaid health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
58,PRINCETON HEALTH,17.0,https://getreliancehealth.com/nigeria/,"26 MOGAJI ARE ROAD, OPPOSITE VITAS BAKERY, RING ROAD",info@princetonhmo.net,"08151205555, 081859555555, 09060005654, 09060005674, 07064489783",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Oyo,South West,Oyo,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
59,PROHEALTH HMO LTD,57.0,https://www.prohealthhmo.com/,"BASSAN PLAZA, BLOCK D, FIRST FLOOR, PLOT 759 INDEPENDENCE AV",info@prohealthhmo.com,070776432584,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,Nationwide – Nigeria,Individual / Family / Corporate / SME / Group / Social Health Insurance,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care; Maternity care,Individuals; Families; SMEs; Corporate Organisations
60,REDCARE HEALTH SERVICES LIMITED,65.0,https://ronsbergerhmo.com/,"22 COKER ROAD, OPPOSITE MAMACASS",info@redcarehmo.com,"012772020, 07700REDCARE",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,N/A,N/A,Nationwide – Nigeria,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
61,REGENIX HEALTH CARE SERVICE LIMITED,64.0,https://rothaugehealth.com/,"KIENI PLAZA, KLM 13MELFORD OKILO ROAD",info@regenixhealthcare.com admin@regenixhealthcare.com regehmoservices@gmail.com,"08148220185, 08029377719",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Rivers,South South,Rivers,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
62,RELIANCE HMO LIMITED,92.0,http://www.royalhealthms.com/,"32 LANRE AWOLOKUN STREET GBAGADA PHASE 2, KOSOFE, LAGOS",hello@reliancehmo.com,"070073542623, 017001580",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Nationwide – Nigeria,Individual / Family / SME / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care; Telemedicine,Individuals; Families; SMEs; Corporate Organisations
63,RODING HEALTHCARE LTD.,93.0,https://salustrustng.com/,"NO. 4 MAKOLO ROAD, ADEKUNLE YABA, LAGOS","rodinghealthcare@gmail.com, info@rodingheatlhcareltd.com",070 CALL R0DING (07002255763464),Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
64,RONSBERGER NIGERIA LTD.,10.0,https://seraphhmo.com/,"1, MAMBOLO STREET, WUSE ZONE 2, ABUJA.",info@ronsbergerhmo.org,"08021811800 , 092902975, 08103247680, 092903430",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
65,ROTHAUGE HEALTHCARE LIMITED,101.0,https://www.skydalink.com/,"16, BABATUNDE STREET, OFF OGUNLANA DRIVE, SURULERE, SURULERE LGA, LAGOS, Nigeria","info@rothaugehealth.com, directors@rothaugehealth.com","07060910825, 09080000134, 08159996670",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Specialist consultation; Outpatient services; Hospital admission; Prescription drugs; Immunization; Laboratory investigations; Physiotherapy; Dental care; Optical care; Surgical procedures; Maternity care; ICU services; Preventive wellness; Employment screening; Third-party administration; Healthcare consulting,Individuals; Families; Employees; Employers; Corporate Organisations
66,ROYAL HEALTH MAINTENANCE SERVICES LTD.,26.0,https://www.songhaihealthtrust.com/,PLOT 271 IKENEGBU LAYOUT (FLORIDA BOOKSHOP BUILDING) OWERRI,royalhealthmaintenanceservices@yahoo.com,08037956689,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Imo,South East,Imo,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
67,SALUS TRUST GTE,54.0,https://www.salustrustng.com/,"7 FORCE ROAD, LAGOS ISLAND.",salustrustgte@yahoo.com,"08052272587, 01-3428992",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Student / Corporate,Health insurance; Routine consultation; Specialist treatment; Health screening; Diagnostic testing; Pharmacy services; Chronic illness management; Wellness programmes; Fitness and nutrition guidance; Counselling; Preventive care; Health education,Individuals; Families; Employees; Corporate Organisations
68,SERAPH HMO LIMITED,107.0,http://www.sterlinghealthmcs.com/,"Kilometer 7, Gboko Road, Makurdi, Benue State",seraphnigltd@yahoo.com,08061136674,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Benue,North Central,Benue,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
69,SKYDA HEALTH LIMITED,104.0,https://skydalink.com/,"8A, Panama Street, off IBB Way Maitama, Abuja",skydahealthng@gmail.com,08037013715,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
70,SONGHAI HEALTH TRUST,13.0,https://synergywellcare.com/,"TSUKUNDA HOUSE SUITE B11, AND B12, PLOT 1446, CONSTITUTION A",info@songhaihealthtrust.com,07000303030,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
71,SPRINGTIDE HEALTHCARE SERVICES LTD.,106.0,https://springtidehmo.com/,"Iriebe Street, D''line Port Harcourt, Rivers State",info@sprintidehmo.com,08183099999,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Rivers,South South,Rivers,Individual / Corporate / International,Outpatient care; General consultation; Specialist consultation; Inpatient care; Hospital access; Prescription medicines; Chronic disease management; Diagnostic services; Laboratory services; Radiology; Eye care; Dental care; Wellness programmes; Preventive care; Telemedicine; Health coaching,Individuals; Families; Employees; Corporate Organisations
72,STERLING HEALTH MANAGED CARE SERVICES LIMITED,34.0,https://ultimatehealthhmo.com/,"VALLEY VIEW PLAZA, 99 OPEBI ROAD",info@sterlinghealth-mcs.com,"07009110911, 07014184367",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Nationwide – Nigeria,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
73,SUNU HEALTH NIGERIA LIMITED,16.0,https://www.uchm.net/,NO. 16 OBOKUN ST. ILUPEJU,"nigeria.health@sunu-group.com , info@mhshmo.com","070010008000, 08003425647",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Nationwide – Nigeria,Individual / Family / Employee / Corporate,Managed healthcare; Health insurance; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care; Telemedicine; Overseas referral services,Individuals; Families; SMEs; Corporate Organisations; Employees
74,SYNERGY WELLCARE MEDICAID LIMITED,91.0,https://unitedhealthcare-ng.com/,"NO. 13 PRECISION SCHOOL ROAD, ODANI ELELENWO, PORT HARCOURT, OBIAKPO RIVERS STATE.","synergywellcare@gmail.com, info@synergywellcare.com","08099992825, 08098862873, 09081777726,09081888837",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Rivers,South South,Rivers,Individual / Family / Employee / Business,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
75,TOTAL HEALTH TRUST LIMITED,2.0,https://www.venusmedicare.com/,"2, MARCONI ROAD, PALMGROOVE ESTATE, ILUPEJU",thtabuja@totalhealthtrust.com,07080687600 014482105,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Nationwide – Nigeria,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care; Maternity care,Individuals; Families; SMEs; Corporate Organisations
76,ULTIMATE HEALTH MANAGEMENT SERVICES LTD,61.0,https://veritashealthcareltd.com/,"TSUKUNDA HOUSE, 4TH FLOOR, RIGHT WING, PLOT 1446.CONSTITUTIO",info@ultimatehealthhmo.com,"070085846283, 08179948153",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,Nationwide – Nigeria,Group / Individual / Family / SME / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
77,UNITED COMPREHENSIVE HEALTH MANAGERS LTD.,23.0,https://wellhealthnetwork.com/,PLOT C-1 RUMUOGBA RESIDENTIAL ESTATE,info@uchm.net unichm2013@gmail.com,"08158393328, 07033683712",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Rivers,South South,Rivers,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
78,UNITED HEALTHCARE INTERNATIONAL LIMITED,7.0,https://www.wellnesshealthcare.com.ng/,"UHI HOUSE, 7 JABA CLOSE OFF DUNUKOFIA ST, OPPOSITE FCDA MINI",info@unitedhealthcare-ng.com contact@unitedhealthcare_ng.com,07088485894 08164582835 094611600,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,Nationwide – Nigeria,Retail / Individual / Family / Corporate / International / Travel,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
79,VENUS MEDICARE LTD,21.0,https://zumahealthtrust.ng/,"PLOT 472, CADASTRAL ZONE A8, FORMER CHICKEN HOUSE. OPP. ASCO",info@venusmedicare.com,"070033330000, 07046090877, 07046090878",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Small Employer / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
80,VERITAS HEALTHCARE LIMITED,24.0,http://www.healthnomicshmoplc.org,"3RD FLOOR, UNITY KAPITAL BUILDING, PLOT 497, ABOGO LARGEMA S",info@vhcl.com.ng,07067880493 08137895669 08137967923 08082560543,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Retail / Individual / Family / Corporate / TISHIP,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
81,WELL HEALTH NETWORK LIMITED,67.0,http://www.hyssophmo.com,"15 IBUSA AVENUE, INDEPENDENT LAYOUT",info@wellhealthnetwork.com,08086250004,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Enugu,South East,Enugu,Individual / Family / Corporate / Group / Institutional / Student,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
82,WELLNESS HEALTH MANAGEMENT SERVICES LIMITED,41.0,http://www.hopewellhealthcare.ng,"9, JOGUNOLA STREET, GBAGADA PHASE II, GBAGADA,",callcenter@wellnesshmo.com info@wellnesshmo.com,"070093556377, 08098726196, 08184742564",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care; Wellness and preventive care,Individuals; Families; SMEs; Corporate Organisations
83,ZUMA HEALTH TRUST,28.0,http://www.smarthealth.com,"PLOT 856, OLU AWOTESU STREET, OFF IDRISS IBRAHIM CRESCENT, (",zumahmo28@gmail.com,"07062236824, 09055958534, 08094872221,",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
84,Healthnomics HMO PLC,123.0,http://www.healthassur.com%20,"MDCAN National Secretariat, Stephen Keshi Street, Off 69 Road, 6th Avenue, Gwarinpa Estate, Abuja",info@healthnomicshmoplc.org,"07033112298, 08020703947",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
85,HYSSOP Health International Limited (HMO),124.0,http://www.questhmo.com,"217, Jakpa Road, By Okuisoko, Effurun, Warri, Delta State",info@hyssophmo.com,08038630662,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Delta,South South,Delta,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
86,Hopewell Healthcare Management Ltd,125.0,http://www.lifeactionplus.com,"Suite A5, 1st Floor, Ocean Center, No. 3, Happiness Blessing Street, Opposite FCT Library, Gudu, Abuja",hdimka@hopewellhealthcare.ng,08066951910,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
87,Crown Jewel HMO Ltd.,126.0,http://www.aspirehmo.com,"No, 17, Ahmadu Bello Way, Garki, Abuja",info@crownjewelhmo.com,+2348065598104,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,FCT,North Central,FCT,Individual / Family / SME / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
88,Smathealth Medicare Limited,127.0,http://www.miterahealth.com,"Smathealth Medicare Limited 12B, Ogunmodede Street, By Ikeja Medical Cebtre, Allen Avenue, Ikeja, Lagos State",info@smarthealth.com,"08032343023, 08087651504",Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
89,Zenor Healthcare Ltd.,131.0,https://www.zenorhealthcare.com/,"86, Ajayi Road, Off Aboaba Street, Ogba, Lagos",zenorhealthcare@gmail.com,08164638041,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / SME / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
90,Aspire HMO Limited,132.0,N/A,"3, lover Road, Ikoyi, Lagos State",info@aspirehmo.com,07071495437,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
91,Mitera Health Limited,133.0,https://miterahealth.com/,"Plot 8/10, Hortico Way, Off Command Road, Ikeja, Lagos",gbeminiyi.onabanjo@miterahealth.com,08033273747,Nigeria,NHIA,https://www.nhia.gov.ng/hmo/,Lagos,South West,Lagos,Individual / Family / Corporate,Health insurance; Managed healthcare; Outpatient care; Inpatient care; Specialist care; Diagnostic services; Prescription medicines; Emergency care,Individuals; Families; SMEs; Corporate Organisations
92,Bupa,N/A,https://www.bupa.co.uk/,N/A,N/A,0345 609 0111,United Kingdom,Official Company Website,https://www.bupa.co.uk/contact-us.php,England,N/A,United Kingdom,Private Medical Insurance,"Private healthcare, health insurance, specialist treatment, hospital care, health assessments and wellbeing services","Individuals, families, employers and businesses"
93,AXA Health,N/A,https://www.axahealth.co.uk/,N/A,N/A,0800 027 1384,United Kingdom,Official Company Website,https://www.axahealth.co.uk/health-insurance/contact-us/,England,N/A,United Kingdom,Private Medical Insurance,"Private healthcare, hospital treatment, specialist consultations, diagnostic tests, mental health support and health assessments","Individuals, couples, families, self-employed people, small businesses and large corporates"
94,Aviva,N/A,https://www.aviva.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.aviva.co.uk/help-and-support/contact-us/,England,N/A,United Kingdom,Private Medical Insurance,"Private treatment, hospital care, specialist consultations, diagnostic tests, cancer treatment, mental health treatment and GP video consultations","Individuals, families, employees and businesses"
95,WPA,N/A,https://www.wpa.org.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.wpa.org.uk/,England,N/A,United Kingdom,Private Medical Insurance / Health Cash Plans,"Private hospital treatment, consultations, diagnostic tests, health cash plans, dental plans and employee health services","Individuals, families, self-employed people and businesses"
96,VitalityHealth,N/A,https://www.vitality.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.vitality.co.uk/,England,N/A,United Kingdom,Private Medical Insurance,"Private hospital treatment, GP services, diagnostic tests, specialist care, cancer care, mental health support, physiotherapy and wellbeing rewards","Individuals, families, self-employed people and businesses"
97,The Exeter,N/A,https://www.the-exeter.com/,N/A,member@the-exeter.com,0300 123 3201,United Kingdom,Official Company Website,https://the-exeter.com/contact-us/member/,England,N/A,United Kingdom,Private Medical Insurance,"Private medical treatment, specialist consultations, hospital care, diagnostics and healthcare support","Individuals, families and businesses"
98,Benenden Health,N/A,https://www.benenden.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.benenden.co.uk/contact-us/,England,N/A,United Kingdom,Healthcare Membership,"24/7 GP helpline, mental health support, diagnostic consultations and tests, surgical treatment, hospital access and health and wellbeing services","UK residents, individuals, families and members"
99,Freedom Health Insurance,N/A,https://www.freedomhealthinsurance.co.uk/,N/A,N/A,0800 999 2013,United Kingdom,Official Company Website,https://www.freedomhealthinsurance.co.uk/contact-us,England,N/A,United Kingdom,Private Medical Insurance,"Private medical treatment, hospital care, specialist consultations, diagnostic services and healthcare support","Individuals, families, expatriates and businesses"
100,National Friendly,N/A,https://www.nationalfriendly.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.nationalfriendly.co.uk/,England,N/A,United Kingdom,Private Medical Insurance,"Private healthcare, medical consultations, diagnostic services and treatment",Individuals and families
101,Saga Health Insurance,N/A,https://www.saga.co.uk/health-insurance,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.saga.co.uk/contact-us/insurance/health-insurance,England,N/A,United Kingdom,Private Medical Insurance,"Private hospital treatment, inpatient and day-patient treatment, outpatient consultations, tests, scans, physiotherapy, cancer support and 24/7 GP services",People aged 50 and over
102,Cigna Healthcare,N/A,https://www.cigna.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.cigna.co.uk/,England,N/A,United Kingdom and international,International Private Medical Insurance,"International medical insurance, inpatient and day-patient care, hospital treatment, specialist care, outpatient care, dental options, telehealth and global healthcare support","Individuals, families, international students, workers, retirees, globally mobile employees and organisations"
103,Simplyhealth,N/A,https://www.simplyhealth.co.uk/,N/A,N/A,0370 908 3304,United Kingdom,Official Company Website,https://www.simplyhealth.co.uk/contact-us,England,N/A,United Kingdom,Health Cash Plan / Health Insurance,"Dental care, optical care, physiotherapy, chiropractic care, podiatry, diagnostic consultations and scans, prescriptions and everyday healthcare costs","Individuals, families, employees and businesses"
104,General & Medical,N/A,https://www.gminsure.com/,N/A,info@gminsure.com,0800 970 9442,United Kingdom,Official Company Website,https://www.generalandmedical.com/contact-us/,England,N/A,United Kingdom,Private Medical Insurance,"Private medical treatment, hospital care, specialist consultations, diagnostics and healthcare support","Individuals, families and businesses"
105,CS Healthcare,N/A,https://www.cshealthcare.co.uk/,N/A,N/A,N/A,United Kingdom,Official Company Website,https://www.cshealthcare.co.uk/contact-us/,England,N/A,United Kingdom,Private Healthcare / Health Insurance,"Private healthcare, consultations, diagnostic services, hospital treatment and healthcare support","Civil servants, public-sector employees, their families and eligible members"
106,Aneurin Bevan University Health Board,N/A,https://abuhb.nhs.wales/,N/A,abb.engagement@wales.nhs.uk,01633 431890,United Kingdom,Official Organisation Website,https://abuhb.nhs.wales/about-us/engagement/community-engagement/contact-us/,Wales,N/A,Local – Southeast Wales,NHS Health Services,"Primary care, hospital care, community health services, mental health services, specialist healthcare and public health services","Residents of Blaenau Gwent, Caerphilly, Monmouthshire, Newport and Torfaen"
107,Betsi Cadwaladr University Health Board,N/A,https://bcuhb.nhs.wales/,N/A,N/A,N/A,United Kingdom,Official Organisation Website,https://bcuhb.nhs.wales/contact-us/,Wales,N/A,Local – North Wales,NHS Health Services,"Primary care, hospital care, community health services, mental health services, specialist healthcare and emergency care",Residents of North Wales
108,Cardiff and Vale University Health Board,N/A,https://cavuhb.nhs.wales/,N/A,Cav.Concerns@wales.nhs.uk,029 2183 6318,United Kingdom,Official Organisation Website,https://cavuhb.nhs.wales/contact-us/,Wales,N/A,Local – Cardiff and Vale of Glamorgan,NHS Health Services,"Primary care, hospital care, community health services, mental health services, specialist healthcare and emergency care",Residents of Cardiff and the Vale of Glamorgan
109,Cwm Taf Morgannwg University Health Board,N/A,https://ctmuhb.nhs.wales/,N/A,N/A,N/A,United Kingdom,Official Organisation Website,https://ctmuhb.nhs.wales/contact-us/,Wales,N/A,Local – Cwm Taf Morgannwg,NHS Health Services,"Primary care, hospital care, community health services, mental health services, specialist healthcare and emergency care","Residents of Bridgend, Merthyr Tydfil and Rhondda Cynon Taf"
110,Hywel Dda University Health Board,N/A,https://hduhb.nhs.wales/,N/A,corporate.correspondence.hdd@wales.nhs.uk,01267 235151,United Kingdom,Official Organisation Website,https://hduhb.nhs.wales/about-us/your-health-board/board-members/our-board-members/contact-board-members/,Wales,N/A,Local – West Wales,NHS Health Services,"Primary care, hospital care, community health services, mental health services, cancer care, diagnostics, physiotherapy and specialist healthcare","Residents of Carmarthenshire, Ceredigion, Pembrokeshire and parts of South Powys"
111,Powys Teaching Health Board,N/A,https://pthb.nhs.wales/,N/A,N/A,01874 442071,United Kingdom,Official Organisation Website,https://pthb.nhs.wales/use-of-site/freedom-of-information/,Wales,N/A,Local – Powys,NHS Health Services,"Primary care, community hospitals, community health services, mental health services, therapy services and specialist care through commissioned services",Residents of Powys
112,Swansea Bay University Health Board,N/A,https://sbuhb.nhs.wales/,N/A,FOIA.Requests@wales.nhs.uk,01639 683344,United Kingdom,Official Organisation Website,https://sbuhb.nhs.wales/about-us/contact-us/,Wales,N/A,Local – Swansea Bay,NHS Health Services,"Hospital care, primary care, community health services, mental health and learning disability services, specialist healthcare and emergency care",Residents of Neath Port Talbot and Swansea
113,Public Health Wales NHS Trust,N/A,https://phw.nhs.wales/,N/A,N/A,029 2022 7744,United Kingdom,Official Organisation Website,https://phw.nhs.wales/contact-us/,Wales,N/A,National – Wales,Public Health Services,"Screening programmes, immunisations and vaccines, health data and surveillance, STI testing, disease control, workplace health and public health programmes","People across Wales, including individuals, communities and public-sector organisations"
114,Velindre University NHS Trust,N/A,https://velindre.nhs.wales/,N/A,N/A,N/A,United Kingdom,Official Organisation Website,https://velindre.nhs.wales/contact-us/,Wales,N/A,National – Wales,Specialist NHS Healthcare,"Specialist cancer treatment, radiotherapy, systemic anti-cancer treatments, specialist palliative care, cancer research and Welsh Blood Service",Patients across Wales requiring specialist cancer and related services
115,Welsh Ambulance Services University NHS Trust,N/A,https://ambulance.nhs.wales/,N/A,PECI.team@wales.nhs.uk,0300 723 9207,United Kingdom,Official Organisation Website,https://ambulance.nhs.wales/contact-us/,Wales,N/A,National – Wales,Emergency and Non-Emergency Ambulance Services,"Emergency ambulance services, non-emergency patient transport, emergency medical services and NHS 111 Wales",People across Wales requiring emergency or non-emergency ambulance services
116,Health Education and Improvement Wales,N/A,https://heiw.nhs.wales/,N/A,N/A,N/A,United Kingdom,Official Organisation Website,https://heiw.nhs.wales/contact-us/,Wales,N/A,National – Wales,NHS Workforce Education and Training,"Workforce education, training, professional development, workforce planning and development for NHS Wales","Healthcare professionals, healthcare students and the NHS workforce in Wales"
117,Digital Health and Care Wales,N/A,https://dhcw.nhs.wales/,N/A,DHCW-Comms@wales.nhs.uk,02920 500500,United Kingdom,Official Organisation Website,https://dhcw.nhs.wales/contact-us/,Wales,N/A,National – Wales,Digital Health and Data Services,"National digital health systems, digital and data services, electronic health records, digital infrastructure, cyber security and digital transformation","NHS Wales organisations, healthcare professionals and the people who use NHS Wales services"
